shipment_id,order_id,actual_delivery_date,shipping_cost,delay_days,status
644,644,2023-04-18,115.23,12,Delayed
645,645,2023-08-07,304.4,4,Delayed
646,646,2023-05-01,476.17,0,On-time
647,647,2023-12-12,101.34,9,Delayed
648,648,2023-12-15,238.1,1,On-time
649,649,2023-02-13,302.55,8,Delayed
650,650,2023-02-13,152.33,3,Delayed
651,651,2023-06-15,80.45,11,Delayed
652,652,2023-10-29,325.81,3,Delayed
653,653,2023-06-08,242.88,5,Delayed
654,654,2023-10-09,432.49,7,Delayed
655,655,2023-09-03,437.89,-1,Early
656,656,2023-07-05,295.44,0,On-time
657,657,2023-12-12,100.37,7,Delayed
658,658,2023-02-06,73.38,8,Delayed
659,659,2023-12-22,166.38,-2,Early
660,660,2023-12-17,391.29,1,On-time
661,661,2023-07-12,142.2,1,On-time
662,662,2023-03-08,122.73,2,On-time
663,663,2023-07-17,302.08,13,Delayed
664,664,2023-08-15,62.23,11,Delayed
665,665,2023-07-12,204.65,6,Delayed
666,666,2023-11-24,274.02,9,Delayed
667,667,2023-07-26,253.26,3,Delayed
668,668,2023-03-18,399.03,8,Delayed
669,669,2023-08-06,134.03,0,On-time
670,670,2024-01-13,406.78,5,Delayed
671,671,2023-07-17,190.56,1,On-time
672,672,2023-03-22,461.79,6,Delayed
673,673,2023-11-20,251.42,5,Delayed
674,674,2023-10-20,192.54,5,Delayed
675,675,2023-12-19,453.73,0,On-time
676,676,2024-01-05,113.32,13,Delayed
677,677,2023-08-25,213.66,-2,Early
678,678,2023-03-06,190.92,11,Delayed
679,679,2023-10-26,435.59,8,Delayed
680,680,2023-10-21,277.34,8,Delayed
681,681,2023-09-30,492.85,-2,Early
682,682,2023-05-04,195.36,4,Delayed
683,683,2023-10-08,242.37,11,Delayed
684,684,2023-03-23,359.09,4,Delayed
685,685,2023-10-22,373.71,0,On-time
686,686,2023-12-28,220.56,-1,Early
687,687,2023-07-29,436.18,0,On-time
688,688,2023-05-12,99.84,6,Delayed
689,689,2023-08-22,262.03,9,Delayed
690,690,2023-10-20,211.01,9,Delayed
691,691,2023-02-05,445.92,1,On-time
692,692,2023-03-30,100.82,7,Delayed
693,693,2023-09-16,157.94,7,Delayed
694,694,2024-01-17,382.85,6,Delayed
695,695,2023-07-18,343.02,1,On-time
696,696,2023-08-05,412.79,5,Delayed
697,697,2023-05-28,106.82,8,Delayed
698,698,2023-06-09,358.85,-1,Early
699,699,2023-10-27,125.21,9,Delayed
700,700,2023-05-18,426.67,1,On-time
701,701,2023-04-01,203.17,4,Delayed
702,702,2023-03-12,187.39,7,Delayed
703,703,2023-12-08,186.78,2,On-time
704,704,2023-03-01,442.04,6,Delayed
705,705,2023-08-31,76.59,6,Delayed
706,706,2023-02-12,443.4,-1,Early
707,707,2023-08-10,99.95,8,Delayed
708,708,2023-05-03,152.03,5,Delayed
709,709,2023-06-19,221.18,2,On-time
710,710,2023-07-05,68.91,8,Delayed
711,711,2023-07-08,484.81,5,Delayed
712,712,2023-12-20,181.5,5,Delayed
713,713,2023-06-12,364.69,2,On-time
714,714,2023-11-24,483.26,9,Delayed
715,715,2023-09-08,423.23,6,Delayed
716,716,2023-07-27,252.43,9,Delayed
717,717,2024-01-11,293.31,7,Delayed
718,718,2023-06-30,70.76,5,Delayed
719,719,2023-09-17,185.57,-2,Early
720,720,2024-01-17,151.86,8,Delayed
721,721,2023-11-02,456.3,6,Delayed
722,722,2023-10-17,198.68,7,Delayed
723,723,2023-05-28,133.4,5,Delayed
724,724,2023-02-22,427.17,4,Delayed
725,725,2023-10-23,497.95,9,Delayed
726,726,2023-07-20,346.47,-1,Early
727,727,2023-02-20,269.77,1,On-time
728,728,2024-01-07,459.33,2,On-time
729,729,2023-05-11,79.11,3,Delayed
730,730,2023-04-29,362.5,-2,Early
731,731,2023-09-27,245.57,5,Delayed
732,732,2024-01-14,124.17,6,Delayed
733,733,2023-11-03,334.09,3,Delayed
734,734,2023-07-25,337.82,3,Delayed
735,735,2023-07-25,96.9,4,Delayed
736,736,2023-10-01,486.84,5,Delayed
737,737,2023-10-03,320.29,14,Delayed
738,738,2023-07-01,171.03,9,Delayed
739,739,2023-05-08,164.48,3,Delayed
740,740,2023-10-23,321.83,-2,Early
741,741,2023-08-28,174.57,8,Delayed
742,742,2023-07-05,262.84,-2,Early
743,743,2023-05-12,324.85,0,On-time
744,744,2024-01-08,282.46,1,On-time
745,745,2023-12-06,72.27,5,Delayed
746,746,2023-07-21,98.61,5,Delayed
747,747,2023-10-20,247.34,7,Delayed
748,748,2023-12-08,469.29,7,Delayed
749,749,2023-02-22,178.05,8,Delayed
750,750,2023-08-09,205.35,-2,Early
751,751,2023-02-19,63.35,4,Delayed
752,752,2023-10-02,252.77,8,Delayed
753,753,2023-11-19,378.44,-2,Early
754,754,2023-10-12,371.31,10,Delayed
755,755,2023-10-31,183.53,9,Delayed
756,756,2023-10-18,419.54,12,Delayed
757,757,2023-01-26,50.95,7,Delayed
758,758,2023-08-29,442.22,4,Delayed
759,759,2023-10-06,222.73,-1,Early
760,760,2023-11-25,104.46,1,On-time
761,761,2023-06-17,455.14,9,Delayed
762,762,2023-08-13,209.65,9,Delayed
763,763,2024-01-15,340.74,4,Delayed
764,764,2023-02-24,317.15,7,Delayed
765,765,2023-08-12,112.49,7,Delayed
766,766,2023-03-01,443.16,6,Delayed
767,767,2023-02-19,383.44,1,On-time
768,768,2023-07-08,496.07,5,Delayed
769,769,2023-02-09,239.92,-1,Early
770,770,2023-10-24,87.98,0,On-time
771,771,2023-02-27,413.61,12,Delayed
772,772,2023-12-17,343.53,8,Delayed
773,773,2023-01-30,433.33,9,Delayed
774,774,2024-01-23,173.92,1,On-time
775,775,2023-04-12,315.63,4,Delayed
776,776,2023-08-25,420.09,11,Delayed
777,777,2023-04-15,391.71,9,Delayed
778,778,2023-07-07,311.99,4,Delayed
779,779,2023-05-30,62.34,7,Delayed
780,780,2023-11-28,218.55,9,Delayed
781,781,2023-01-28,340.58,5,Delayed
782,782,2023-05-09,205.64,4,Delayed
783,783,2023-08-27,282.76,1,On-time
784,784,2023-12-26,203.27,-1,Early
785,785,2023-06-28,190.05,8,Delayed
786,786,2023-02-24,288.99,5,Delayed
787,787,2024-01-12,301.86,1,On-time
788,788,2023-06-21,487.41,1,On-time
789,789,2023-01-31,289.36,10,Delayed
790,790,2023-06-08,143.99,1,On-time
791,791,2023-04-26,122.01,8,Delayed
792,792,2023-10-21,116.18,-1,Early
793,793,2023-02-09,455.04,2,On-time
794,794,2023-03-04,191.29,7,Delayed
795,795,2023-08-15,497.69,4,Delayed
796,796,2023-08-22,179.78,11,Delayed
797,797,2023-05-20,486.83,1,On-time
798,798,2024-01-11,119.37,3,Delayed
799,799,2023-06-03,125.75,-2,Early
800,800,2023-04-13,248.2,4,Delayed
801,801,2023-06-12,369.06,9,Delayed
802,802,2023-02-24,204.1,7,Delayed
803,803,2023-12-02,423.81,9,Delayed
804,804,2023-04-20,311.21,1,On-time
805,805,2023-07-10,117.73,10,Delayed
806,806,2023-12-05,230.8,-1,Early
807,807,2023-07-03,185.22,0,On-time
808,808,2023-04-01,329.3,3,Delayed
809,809,2024-01-07,116.59,4,Delayed
810,810,2023-04-25,294.36,2,On-time
811,811,2023-12-28,316.86,0,On-time
812,812,2023-07-09,290.02,1,On-time
813,813,2023-08-03,385.64,9,Delayed
814,814,2023-11-30,407.39,4,Delayed
815,815,2023-11-04,65.51,1,On-time
816,816,2024-01-13,258.2,3,Delayed
817,817,2024-01-23,438.6,9,Delayed
818,818,2023-09-28,178.6,4,Delayed
819,819,2023-05-09,248.55,-2,Early
820,820,2023-09-04,271.55,8,Delayed
821,821,2023-11-10,452.5,1,On-time
822,822,2023-10-19,422.38,8,Delayed
823,823,2023-10-15,264.42,3,Delayed
824,824,2023-10-16,51.43,6,Delayed
825,825,2023-03-16,451.89,0,On-time
826,826,2023-07-17,165.22,0,On-time
827,827,2023-02-08,331.97,2,On-time
828,828,2023-12-24,264.58,4,Delayed
829,829,2023-09-02,361.64,5,Delayed
830,830,2023-06-08,340.01,7,Delayed
831,831,2023-11-07,175.44,11,Delayed
832,832,2023-05-07,407.03,5,Delayed
833,833,2023-09-14,354.57,5,Delayed
834,834,2023-03-25,51.04,-2,Early
835,835,2023-03-15,425.37,2,On-time
836,836,2023-03-10,52.55,-2,Early
837,837,2023-07-10,346.34,7,Delayed
838,838,2023-09-13,326.12,0,On-time
839,839,2023-08-26,375.42,5,Delayed
840,840,2023-06-10,79.7,1,On-time
841,841,2023-02-02,334.44,0,On-time
842,842,2023-12-28,95.42,-1,Early
843,843,2023-10-11,84.59,3,Delayed
844,844,2023-07-21,159.0,6,Delayed
845,845,2023-05-24,82.81,3,Delayed
846,846,2023-04-23,154.57,5,Delayed
847,847,2023-11-27,181.63,4,Delayed
848,848,2023-09-04,457.75,5,Delayed
849,849,2023-05-06,151.71,4,Delayed
850,850,2023-02-22,65.15,6,Delayed
851,851,2023-04-14,341.52,0,On-time
852,852,2023-09-14,373.91,3,Delayed
853,853,2023-09-25,331.15,7,Delayed
854,854,2023-11-25,286.83,1,On-time
855,855,2023-11-17,420.14,1,On-time
856,856,2023-09-05,303.48,5,Delayed
857,857,2024-01-16,398.91,1,On-time
858,858,2023-02-23,121.38,-1,Early
859,859,2023-05-20,333.3,-1,Early
860,860,2023-07-30,231.1,8,Delayed
861,861,2023-08-17,280.01,6,Delayed
862,862,2023-08-06,317.07,9,Delayed
863,863,2023-12-16,427.7,-2,Early
864,864,2023-05-01,473.2,6,Delayed
865,865,2023-06-17,212.11,9,Delayed
866,866,2023-08-27,439.95,0,On-time
867,867,2023-01-14,451.34,3,Delayed
868,868,2023-08-16,219.79,5,Delayed
869,869,2023-10-02,102.21,9,Delayed
870,870,2023-08-13,224.44,4,Delayed
871,871,2023-03-08,354.13,10,Delayed
872,872,2023-06-09,443.98,4,Delayed
873,873,2023-10-28,392.47,7,Delayed
874,874,2023-10-21,474.79,-2,Early
875,875,2023-03-19,401.82,6,Delayed
876,876,2023-10-28,97.16,14,Delayed
877,877,2023-09-17,275.18,8,Delayed
878,878,2023-03-19,99.94,6,Delayed
879,879,2023-08-26,73.56,0,On-time
880,880,2023-09-07,298.43,6,Delayed
881,881,2023-05-05,145.4,3,Delayed
882,882,2024-01-15,378.72,8,Delayed
883,883,2023-04-06,355.02,3,Delayed
884,884,2023-04-21,468.86,-1,Early
885,885,2023-10-10,192.03,3,Delayed
886,886,2023-04-27,356.99,9,Delayed
887,887,2023-06-15,450.6,3,Delayed
888,888,2024-01-11,350.09,9,Delayed
889,889,2023-02-05,282.14,-2,Early
890,890,2024-01-15,359.62,9,Delayed
891,891,2024-01-28,427.22,7,Delayed
892,892,2023-07-25,236.14,-2,Early
893,893,2023-12-05,198.61,8,Delayed
894,894,2023-07-29,54.47,9,Delayed
895,895,2023-03-21,68.75,10,Delayed
896,896,2024-01-06,190.34,7,Delayed
897,897,2023-07-10,148.91,9,Delayed
898,898,2023-03-11,106.5,14,Delayed
899,899,2024-01-03,222.16,2,On-time
900,900,2023-08-10,169.51,6,Delayed
901,901,2023-09-20,382.56,2,On-time
902,902,2023-07-22,217.28,4,Delayed
903,903,2023-10-31,296.77,8,Delayed
904,904,2023-02-03,60.62,3,Delayed
905,905,2023-09-28,322.77,10,Delayed
906,906,2023-08-27,229.1,5,Delayed
907,907,2023-04-28,369.56,3,Delayed
908,908,2023-03-29,263.03,-1,Early
909,909,2023-07-20,76.03,9,Delayed
910,910,2024-01-04,157.62,12,Delayed
911,911,2023-12-15,295.02,10,Delayed
912,912,2023-05-23,142.24,11,Delayed
913,913,2024-01-22,113.36,7,Delayed
914,914,2023-10-05,191.82,9,Delayed
915,915,2023-05-06,415.01,0,On-time
916,916,2023-02-09,123.75,10,Delayed
917,917,2023-03-23,205.34,8,Delayed
918,918,2023-09-27,376.24,1,On-time
919,919,2023-03-14,368.47,8,Delayed
920,920,2023-07-25,468.77,-1,Early
921,921,2023-03-22,251.45,1,On-time
922,922,2023-11-13,185.86,3,Delayed
923,923,2023-04-02,275.27,-1,Early
924,924,2023-05-08,329.41,7,Delayed
925,925,2023-12-31,296.09,5,Delayed
926,926,2023-03-04,250.49,0,On-time
927,927,2023-12-01,353.46,11,Delayed
928,928,2023-06-25,406.91,3,Delayed
929,929,2023-12-29,346.6,8,Delayed
930,930,2023-11-18,478.14,6,Delayed
931,931,2023-06-27,491.51,7,Delayed
932,932,2023-05-02,256.53,6,Delayed
933,933,2023-04-28,82.89,-1,Early
934,934,2023-02-19,56.39,3,Delayed
935,935,2023-03-29,458.55,11,Delayed
936,936,2023-11-24,227.84,-1,Early
937,937,2023-07-29,226.76,4,Delayed
938,938,2023-11-07,373.25,7,Delayed
939,939,2023-12-30,401.61,-2,Early
940,940,2023-03-05,397.23,1,On-time
941,941,2023-01-18,425.93,3,Delayed
942,942,2023-02-23,466.79,1,On-time
943,943,2023-12-07,70.73,9,Delayed
944,944,2023-09-03,431.62,7,Delayed
945,945,2023-11-04,164.22,7,Delayed
946,946,2023-06-24,266.4,8,Delayed
947,947,2023-10-13,119.21,12,Delayed
948,948,2023-07-18,496.96,9,Delayed
949,949,2023-12-31,217.28,8,Delayed
950,950,2023-09-01,64.68,1,On-time
951,951,2023-03-03,309.71,5,Delayed
952,952,2023-11-18,162.95,0,On-time
953,953,2023-12-25,237.02,1,On-time
954,954,2024-01-07,136.22,-2,Early
955,955,2023-04-01,277.68,1,On-time
956,956,2023-10-09,152.91,10,Delayed
957,957,2023-03-11,440.05,-2,Early
958,958,2023-02-17,311.73,11,Delayed
959,959,2023-10-28,242.38,8,Delayed
960,960,2023-11-27,177.12,11,Delayed
961,961,2023-10-06,456.69,9,Delayed
962,962,2023-11-12,238.75,9,Delayed
963,963,2023-06-02,450.0,3,Delayed
964,964,2023-03-19,316.01,-1,Early
965,965,2023-01-14,317.21,6,Delayed
966,966,2023-02-08,213.96,9,Delayed
967,967,2023-04-15,278.11,12,Delayed
968,968,2024-01-13,422.04,0,On-time
969,969,2023-05-21,397.01,1,On-time
970,970,2023-06-21,282.05,9,Delayed
971,971,2023-03-11,177.11,-2,Early
972,972,2023-04-30,226.32,9,Delayed
973,973,2023-08-22,50.01,4,Delayed
974,974,2023-07-06,212.98,6,Delayed
975,975,2023-09-27,151.76,11,Delayed
976,976,2023-06-16,246.87,3,Delayed
977,977,2023-12-04,136.0,0,On-time
978,978,2023-11-14,348.37,9,Delayed
979,979,2023-11-03,240.18,8,Delayed
980,980,2023-08-24,418.11,1,On-time
981,981,2023-07-30,106.41,8,Delayed
982,982,2024-01-07,232.59,13,Delayed
983,983,2023-07-03,294.11,7,Delayed
984,984,2023-05-19,85.31,5,Delayed
985,985,2023-03-30,125.29,9,Delayed
986,986,2023-05-15,332.8,6,Delayed
987,987,2023-07-21,320.7,3,Delayed
988,988,2023-11-14,108.47,1,On-time
989,989,2023-12-17,281.23,2,On-time
990,990,2023-10-30,487.59,6,Delayed
991,991,2023-04-01,131.09,5,Delayed
992,992,2023-07-07,464.45,4,Delayed
993,993,2023-07-12,432.71,4,Delayed
994,994,2023-05-30,413.18,6,Delayed
995,995,2023-11-21,201.02,6,Delayed
996,996,2023-04-04,103.49,1,On-time
997,997,2023-08-16,302.93,0,On-time
998,998,2023-04-29,190.39,4,Delayed
999,999,2023-06-11,403.79,7,Delayed
1000,1000,2024-01-06,61.34,1,On-time
