inventory_id,product_id,date,stock_level,reorder_point
931,32,2023-12-01,186,30
932,32,2023-12-02,180,30
933,32,2023-12-03,170,30
934,32,2023-12-04,162,30
935,32,2023-12-05,158,30
936,32,2023-12-06,152,30
937,32,2023-12-07,152,30
938,32,2023-12-08,144,30
939,32,2023-12-09,143,30
940,32,2023-12-10,143,30
941,32,2023-12-11,137,30
942,32,2023-12-12,135,30
943,32,2023-12-13,135,30
944,32,2023-12-14,125,30
945,32,2023-12-15,125,30
946,32,2023-12-16,122,30
947,32,2023-12-17,118,30
948,32,2023-12-18,116,30
949,32,2023-12-19,112,30
950,32,2023-12-20,102,30
951,32,2023-12-21,98,30
952,32,2023-12-22,96,30
953,32,2023-12-23,96,30
954,32,2023-12-24,92,30
955,32,2023-12-25,89,30
956,32,2023-12-26,81,30
957,32,2023-12-27,81,30
958,32,2023-12-28,76,30
959,32,2023-12-29,69,30
960,32,2023-12-30,68,30
961,33,2023-12-01,190,30
962,33,2023-12-02,180,30
963,33,2023-12-03,172,30
964,33,2023-12-04,166,30
965,33,2023-12-05,163,30
966,33,2023-12-06,155,30
967,33,2023-12-07,151,30
968,33,2023-12-08,141,30
969,33,2023-12-09,141,30
970,33,2023-12-10,135,30
971,33,2023-12-11,129,30
972,33,2023-12-12,123,30
973,33,2023-12-13,113,30
974,33,2023-12-14,108,30
975,33,2023-12-15,100,30
976,33,2023-12-16,100,30
977,33,2023-12-17,100,30
978,33,2023-12-18,96,30
979,33,2023-12-19,93,30
980,33,2023-12-20,84,30
981,33,2023-12-21,77,30
982,33,2023-12-22,74,30
983,33,2023-12-23,64,30
984,33,2023-12-24,54,30
985,33,2023-12-25,49,30
986,33,2023-12-26,40,30
987,33,2023-12-27,32,30
988,33,2023-12-28,23,30
989,33,2023-12-29,20,30
990,33,2023-12-30,85,30
991,34,2023-12-01,162,30
992,34,2023-12-02,152,30
993,34,2023-12-03,151,30
994,34,2023-12-04,149,30
995,34,2023-12-05,147,30
996,34,2023-12-06,139,30
997,34,2023-12-07,138,30
998,34,2023-12-08,132,30
999,34,2023-12-09,132,30
1000,34,2023-12-10,126,30
1001,34,2023-12-11,122,30
1002,34,2023-12-12,114,30
1003,34,2023-12-13,110,30
1004,34,2023-12-14,108,30
1005,34,2023-12-15,106,30
1006,34,2023-12-16,97,30
1007,34,2023-12-17,93,30
1008,34,2023-12-18,93,30
1009,34,2023-12-19,88,30
1010,34,2023-12-20,81,30
1011,34,2023-12-21,79,30
1012,34,2023-12-22,79,30
1013,34,2023-12-23,77,30
1014,34,2023-12-24,72,30
1015,34,2023-12-25,63,30
1016,34,2023-12-26,63,30
1017,34,2023-12-27,53,30
1018,34,2023-12-28,44,30
1019,34,2023-12-29,34,30
1020,34,2023-12-30,30,30
1021,35,2023-12-01,166,30
1022,35,2023-12-02,158,30
1023,35,2023-12-03,153,30
1024,35,2023-12-04,152,30
1025,35,2023-12-05,147,30
1026,35,2023-12-06,139,30
1027,35,2023-12-07,136,30
1028,35,2023-12-08,134,30
1029,35,2023-12-09,126,30
1030,35,2023-12-10,125,30
1031,35,2023-12-11,117,30
1032,35,2023-12-12,115,30
1033,35,2023-12-13,109,30
1034,35,2023-12-14,101,30
1035,35,2023-12-15,93,30
1036,35,2023-12-16,87,30
1037,35,2023-12-17,86,30
1038,35,2023-12-18,81,30
1039,35,2023-12-19,78,30
1040,35,2023-12-20,75,30
1041,35,2023-12-21,65,30
1042,35,2023-12-22,60,30
1043,35,2023-12-23,55,30
1044,35,2023-12-24,50,30
1045,35,2023-12-25,46,30
1046,35,2023-12-26,43,30
1047,35,2023-12-27,34,30
1048,35,2023-12-28,26,30
1049,35,2023-12-29,104,30
1050,35,2023-12-30,94,30
1051,36,2023-12-01,51,30
1052,36,2023-12-02,41,30
1053,36,2023-12-03,36,30
1054,36,2023-12-04,29,30
1055,36,2023-12-05,26,30
1056,36,2023-12-06,105,30
1057,36,2023-12-07,96,30
1058,36,2023-12-08,93,30
1059,36,2023-12-09,93,30
1060,36,2023-12-10,83,30
1061,36,2023-12-11,78,30
1062,36,2023-12-12,72,30
1063,36,2023-12-13,71,30
1064,36,2023-12-14,65,30
1065,36,2023-12-15,61,30
1066,36,2023-12-16,53,30
1067,36,2023-12-17,49,30
1068,36,2023-12-18,49,30
1069,36,2023-12-19,41,30
1070,36,2023-12-20,36,30
1071,36,2023-12-21,28,30
1072,36,2023-12-22,20,30
1073,36,2023-12-23,94,30
1074,36,2023-12-24,94,30
1075,36,2023-12-25,90,30
1076,36,2023-12-26,80,30
1077,36,2023-12-27,77,30
1078,36,2023-12-28,72,30
1079,36,2023-12-29,64,30
1080,36,2023-12-30,63,30
1081,37,2023-12-01,72,30
1082,37,2023-12-02,64,30
1083,37,2023-12-03,56,30
1084,37,2023-12-04,56,30
1085,37,2023-12-05,46,30
1086,37,2023-12-06,45,30
1087,37,2023-12-07,42,30
1088,37,2023-12-08,32,30
1089,37,2023-12-09,22,30
1090,37,2023-12-10,112,30
1091,37,2023-12-11,106,30
1092,37,2023-12-12,105,30
1093,37,2023-12-13,102,30
1094,37,2023-12-14,94,30
1095,37,2023-12-15,88,30
1096,37,2023-12-16,78,30
1097,37,2023-12-17,77,30
1098,37,2023-12-18,67,30
1099,37,2023-12-19,65,30
1100,37,2023-12-20,65,30
1101,37,2023-12-21,58,30
1102,37,2023-12-22,53,30
1103,37,2023-12-23,53,30
1104,37,2023-12-24,52,30
1105,37,2023-12-25,51,30
1106,37,2023-12-26,51,30
1107,37,2023-12-27,49,30
1108,37,2023-12-28,45,30
1109,37,2023-12-29,37,30
1110,37,2023-12-30,36,30
1111,38,2023-12-01,194,30
1112,38,2023-12-02,190,30
1113,38,2023-12-03,184,30
1114,38,2023-12-04,178,30
1115,38,2023-12-05,171,30
1116,38,2023-12-06,161,30
1117,38,2023-12-07,155,30
1118,38,2023-12-08,149,30
1119,38,2023-12-09,144,30
1120,38,2023-12-10,144,30
1121,38,2023-12-11,138,30
1122,38,2023-12-12,128,30
1123,38,2023-12-13,127,30
1124,38,2023-12-14,119,30
1125,38,2023-12-15,119,30
1126,38,2023-12-16,109,30
1127,38,2023-12-17,100,30
1128,38,2023-12-18,99,30
1129,38,2023-12-19,90,30
1130,38,2023-12-20,90,30
1131,38,2023-12-21,89,30
1132,38,2023-12-22,84,30
1133,38,2023-12-23,76,30
1134,38,2023-12-24,75,30
1135,38,2023-12-25,71,30
1136,38,2023-12-26,61,30
1137,38,2023-12-27,57,30
1138,38,2023-12-28,48,30
1139,38,2023-12-29,47,30
1140,38,2023-12-30,43,30
1141,39,2023-12-01,156,30
1142,39,2023-12-02,150,30
1143,39,2023-12-03,140,30
1144,39,2023-12-04,140,30
1145,39,2023-12-05,133,30
1146,39,2023-12-06,131,30
1147,39,2023-12-07,123,30
1148,39,2023-12-08,120,30
1149,39,2023-12-09,118,30
1150,39,2023-12-10,112,30
1151,39,2023-12-11,104,30
1152,39,2023-12-12,100,30
1153,39,2023-12-13,90,30
1154,39,2023-12-14,88,30
1155,39,2023-12-15,84,30
1156,39,2023-12-16,74,30
1157,39,2023-12-17,64,30
1158,39,2023-12-18,59,30
1159,39,2023-12-19,59,30
1160,39,2023-12-20,51,30
1161,39,2023-12-21,43,30
1162,39,2023-12-22,41,30
1163,39,2023-12-23,40,30
1164,39,2023-12-24,40,30
1165,39,2023-12-25,40,30
1166,39,2023-12-26,31,30
1167,39,2023-12-27,22,30
1168,39,2023-12-28,100,30
1169,39,2023-12-29,92,30
1170,39,2023-12-30,91,30
1171,40,2023-12-01,125,30
1172,40,2023-12-02,120,30
1173,40,2023-12-03,117,30
1174,40,2023-12-04,111,30
1175,40,2023-12-05,101,30
1176,40,2023-12-06,93,30
1177,40,2023-12-07,91,30
1178,40,2023-12-08,89,30
1179,40,2023-12-09,87,30
1180,40,2023-12-10,84,30
1181,40,2023-12-11,75,30
1182,40,2023-12-12,71,30
1183,40,2023-12-13,68,30
1184,40,2023-12-14,67,30
1185,40,2023-12-15,65,30
1186,40,2023-12-16,55,30
1187,40,2023-12-17,46,30
1188,40,2023-12-18,46,30
1189,40,2023-12-19,38,30
1190,40,2023-12-20,31,30
1191,40,2023-12-21,21,30
1192,40,2023-12-22,67,30
1193,40,2023-12-23,63,30
1194,40,2023-12-24,53,30
1195,40,2023-12-25,52,30
1196,40,2023-12-26,48,30
1197,40,2023-12-27,47,30
1198,40,2023-12-28,44,30
1199,40,2023-12-29,35,30
1200,40,2023-12-30,28,30
1201,41,2023-12-01,129,30
1202,41,2023-12-02,127,30
1203,41,2023-12-03,117,30
1204,41,2023-12-04,107,30
1205,41,2023-12-05,104,30
1206,41,2023-12-06,103,30
1207,41,2023-12-07,99,30
1208,41,2023-12-08,90,30
1209,41,2023-12-09,89,30
1210,41,2023-12-10,86,30
1211,41,2023-12-11,81,30
1212,41,2023-12-12,74,30
1213,41,2023-12-13,67,30
1214,41,2023-12-14,62,30
1215,41,2023-12-15,53,30
1216,41,2023-12-16,43,30
1217,41,2023-12-17,39,30
1218,41,2023-12-18,30,30
1219,41,2023-12-19,28,30
1220,41,2023-12-20,105,30
1221,41,2023-12-21,100,30
1222,41,2023-12-22,95,30
1223,41,2023-12-23,89,30
1224,41,2023-12-24,87,30
1225,41,2023-12-25,87,30
1226,41,2023-12-26,82,30
1227,41,2023-12-27,79,30
1228,41,2023-12-28,76,30
1229,41,2023-12-29,66,30
1230,41,2023-12-30,60,30
1231,42,2023-12-01,115,30
1232,42,2023-12-02,113,30
1233,42,2023-12-03,103,30
1234,42,2023-12-04,98,30
1235,42,2023-12-05,91,30
1236,42,2023-12-06,84,30
1237,42,2023-12-07,77,30
1238,42,2023-12-08,72,30
1239,42,2023-12-09,68,30
1240,42,2023-12-10,61,30
1241,42,2023-12-11,53,30
1242,42,2023-12-12,52,30
1243,42,2023-12-13,50,30
1244,42,2023-12-14,40,30
1245,42,2023-12-15,31,30
1246,42,2023-12-16,30,30
1247,42,2023-12-17,26,30
1248,42,2023-12-18,24,30
1249,42,2023-12-19,78,30
1250,42,2023-12-20,74,30
1251,42,2023-12-21,64,30
1252,42,2023-12-22,63,30
1253,42,2023-12-23,62,30
1254,42,2023-12-24,62,30
1255,42,2023-12-25,54,30
1256,42,2023-12-26,44,30
1257,42,2023-12-27,44,30
1258,42,2023-12-28,35,30
1259,42,2023-12-29,26,30
1260,42,2023-12-30,20,30
1261,43,2023-12-01,104,30
1262,43,2023-12-02,96,30
1263,43,2023-12-03,92,30
1264,43,2023-12-04,84,30
1265,43,2023-12-05,76,30
1266,43,2023-12-06,69,30
1267,43,2023-12-07,59,30
1268,43,2023-12-08,57,30
1269,43,2023-12-09,52,30
1270,43,2023-12-10,46,30
1271,43,2023-12-11,43,30
1272,43,2023-12-12,34,30
1273,43,2023-12-13,30,30
1274,43,2023-12-14,28,30
1275,43,2023-12-15,21,30
1276,43,2023-12-16,95,30
1277,43,2023-12-17,94,30
1278,43,2023-12-18,88,30
1279,43,2023-12-19,83,30
1280,43,2023-12-20,75,30
1281,43,2023-12-21,75,30
1282,43,2023-12-22,65,30
1283,43,2023-12-23,62,30
1284,43,2023-12-24,53,30
1285,43,2023-12-25,43,30
1286,43,2023-12-26,41,30
1287,43,2023-12-27,33,30
1288,43,2023-12-28,31,30
1289,43,2023-12-29,24,30
1290,43,2023-12-30,22,30
1291,44,2023-12-01,86,30
1292,44,2023-12-02,77,30
1293,44,2023-12-03,67,30
1294,44,2023-12-04,65,30
1295,44,2023-12-05,58,30
1296,44,2023-12-06,53,30
1297,44,2023-12-07,53,30
1298,44,2023-12-08,50,30
1299,44,2023-12-09,43,30
1300,44,2023-12-10,40,30
1301,44,2023-12-11,39,30
1302,44,2023-12-12,35,30
1303,44,2023-12-13,30,30
1304,44,2023-12-14,27,30
1305,44,2023-12-15,27,30
1306,44,2023-12-16,80,30
1307,44,2023-12-17,72,30
1308,44,2023-12-18,67,30
1309,44,2023-12-19,61,30
1310,44,2023-12-20,54,30
1311,44,2023-12-21,47,30
1312,44,2023-12-22,47,30
1313,44,2023-12-23,47,30
1314,44,2023-12-24,37,30
1315,44,2023-12-25,32,30
1316,44,2023-12-26,31,30
1317,44,2023-12-27,23,30
1318,44,2023-12-28,80,30
1319,44,2023-12-29,76,30
1320,44,2023-12-30,67,30
1321,45,2023-12-01,180,30
1322,45,2023-12-02,178,30
1323,45,2023-12-03,172,30
1324,45,2023-12-04,162,30
1325,45,2023-12-05,156,30
1326,45,2023-12-06,151,30
1327,45,2023-12-07,142,30
1328,45,2023-12-08,132,30
1329,45,2023-12-09,131,30
1330,45,2023-12-10,123,30
1331,45,2023-12-11,119,30
1332,45,2023-12-12,113,30
1333,45,2023-12-13,110,30
1334,45,2023-12-14,102,30
1335,45,2023-12-15,96,30
1336,45,2023-12-16,91,30
1337,45,2023-12-17,86,30
1338,45,2023-12-18,79,30
1339,45,2023-12-19,72,30
1340,45,2023-12-20,63,30
1341,45,2023-12-21,63,30
1342,45,2023-12-22,55,30
1343,45,2023-12-23,53,30
1344,45,2023-12-24,46,30
1345,45,2023-12-25,44,30
1346,45,2023-12-26,41,30
1347,45,2023-12-27,40,30
1348,45,2023-12-28,32,30
1349,45,2023-12-29,22,30
1350,45,2023-12-30,81,30
1351,46,2023-12-01,86,30
1352,46,2023-12-02,84,30
1353,46,2023-12-03,79,30
1354,46,2023-12-04,70,30
1355,46,2023-12-05,69,30
1356,46,2023-12-06,59,30
1357,46,2023-12-07,56,30
1358,46,2023-12-08,50,30
1359,46,2023-12-09,45,30
1360,46,2023-12-10,44,30
1361,46,2023-12-11,37,30
1362,46,2023-12-12,27,30
1363,46,2023-12-13,20,30
1364,46,2023-12-14,76,30
1365,46,2023-12-15,67,30
1366,46,2023-12-16,65,30
1367,46,2023-12-17,55,30
1368,46,2023-12-18,49,30
1369,46,2023-12-19,49,30
1370,46,2023-12-20,46,30
1371,46,2023-12-21,46,30
1372,46,2023-12-22,44,30
1373,46,2023-12-23,35,30
1374,46,2023-12-24,26,30
1375,46,2023-12-25,24,30
1376,46,2023-12-26,22,30
1377,46,2023-12-27,94,30
1378,46,2023-12-28,94,30
1379,46,2023-12-29,85,30
1380,46,2023-12-30,83,30
1381,47,2023-12-01,62,30
1382,47,2023-12-02,58,30
1383,47,2023-12-03,56,30
1384,47,2023-12-04,48,30
1385,47,2023-12-05,42,30
1386,47,2023-12-06,33,30
1387,47,2023-12-07,24,30
1388,47,2023-12-08,65,30
1389,47,2023-12-09,55,30
1390,47,2023-12-10,51,30
1391,47,2023-12-11,50,30
1392,47,2023-12-12,47,30
1393,47,2023-12-13,40,30
1394,47,2023-12-14,31,30
1395,47,2023-12-15,24,30
1396,47,2023-12-16,77,30
1397,47,2023-12-17,74,30
1398,47,2023-12-18,68,30
1399,47,2023-12-19,59,30
1400,47,2023-12-20,57,30
1401,47,2023-12-21,48,30
1402,47,2023-12-22,46,30
1403,47,2023-12-23,37,30
1404,47,2023-12-24,27,30
1405,47,2023-12-25,85,30
1406,47,2023-12-26,83,30
1407,47,2023-12-27,73,30
1408,47,2023-12-28,68,30
1409,47,2023-12-29,61,30
1410,47,2023-12-30,52,30
1411,48,2023-12-01,64,30
1412,48,2023-12-02,58,30
1413,48,2023-12-03,52,30
1414,48,2023-12-04,50,30
1415,48,2023-12-05,49,30
1416,48,2023-12-06,49,30
1417,48,2023-12-07,46,30
1418,48,2023-12-08,38,30
1419,48,2023-12-09,30,30
1420,48,2023-12-10,20,30
1421,48,2023-12-11,73,30
1422,48,2023-12-12,64,30
1423,48,2023-12-13,63,30
1424,48,2023-12-14,61,30
1425,48,2023-12-15,54,30
1426,48,2023-12-16,45,30
1427,48,2023-12-17,36,30
1428,48,2023-12-18,36,30
1429,48,2023-12-19,28,30
1430,48,2023-12-20,20,30
1431,48,2023-12-21,74,30
1432,48,2023-12-22,67,30
1433,48,2023-12-23,57,30
1434,48,2023-12-24,55,30
1435,48,2023-12-25,46,30
1436,48,2023-12-26,38,30
1437,48,2023-12-27,38,30
1438,48,2023-12-28,28,30
1439,48,2023-12-29,95,30
1440,48,2023-12-30,87,30
1441,49,2023-12-01,152,30
1442,49,2023-12-02,152,30
1443,49,2023-12-03,144,30
1444,49,2023-12-04,138,30
1445,49,2023-12-05,135,30
1446,49,2023-12-06,128,30
1447,49,2023-12-07,122,30
1448,49,2023-12-08,117,30
1449,49,2023-12-09,108,30
1450,49,2023-12-10,99,30
1451,49,2023-12-11,98,30
1452,49,2023-12-12,92,30
1453,49,2023-12-13,90,30
1454,49,2023-12-14,86,30
1455,49,2023-12-15,79,30
1456,49,2023-12-16,76,30
1457,49,2023-12-17,75,30
1458,49,2023-12-18,71,30
1459,49,2023-12-19,62,30
1460,49,2023-12-20,54,30
1461,49,2023-12-21,48,30
1462,49,2023-12-22,44,30
1463,49,2023-12-23,41,30
1464,49,2023-12-24,41,30
1465,49,2023-12-25,41,30
1466,49,2023-12-26,32,30
1467,49,2023-12-27,24,30
1468,49,2023-12-28,23,30
1469,49,2023-12-29,65,30
1470,49,2023-12-30,59,30
1471,50,2023-12-01,97,30
1472,50,2023-12-02,91,30
1473,50,2023-12-03,86,30
1474,50,2023-12-04,85,30
1475,50,2023-12-05,83,30
1476,50,2023-12-06,77,30
1477,50,2023-12-07,67,30
1478,50,2023-12-08,58,30
1479,50,2023-12-09,54,30
1480,50,2023-12-10,50,30
1481,50,2023-12-11,42,30
1482,50,2023-12-12,36,30
1483,50,2023-12-13,27,30
1484,50,2023-12-14,22,30
1485,50,2023-12-15,80,30
1486,50,2023-12-16,70,30
1487,50,2023-12-17,64,30
1488,50,2023-12-18,61,30
1489,50,2023-12-19,55,30
1490,50,2023-12-20,47,30
1491,50,2023-12-21,39,30
1492,50,2023-12-22,32,30
1493,50,2023-12-23,30,30
1494,50,2023-12-24,25,30
1495,50,2023-12-25,102,30
1496,50,2023-12-26,95,30
1497,50,2023-12-27,91,30
1498,50,2023-12-28,87,30
1499,50,2023-12-29,78,30
1500,50,2023-12-30,73,30
