order_id,order_date,supplier_id,product_id,order_quantity,expected_delivery_date
634,2023-10-21,18,25,111,2023-11-16
635,2023-06-26,5,19,20,2023-07-07
636,2023-05-28,3,23,123,2023-06-21
637,2023-12-02,9,48,132,2023-12-09
638,2023-04-20,7,35,79,2023-05-02
639,2023-10-15,9,9,37,2023-10-22
640,2023-11-12,19,16,72,2023-11-26
641,2023-01-26,17,15,173,2023-02-05
642,2023-04-30,2,7,115,2023-05-06
643,2023-06-19,16,7,184,2023-06-25
644,2023-03-12,1,36,50,2023-04-06
645,2023-07-28,16,31,176,2023-08-03
646,2023-04-13,10,21,83,2023-05-01
647,2023-11-27,2,50,32,2023-12-03
648,2023-11-30,19,15,146,2023-12-14
649,2023-01-20,6,27,55,2023-02-05
650,2023-01-19,13,32,57,2023-02-10
651,2023-05-29,2,1,86,2023-06-04
652,2023-10-18,20,7,95,2023-10-26
653,2023-05-26,15,42,149,2023-06-03
654,2023-09-26,16,9,139,2023-10-02
655,2023-08-28,9,13,38,2023-09-04
656,2023-06-19,6,47,127,2023-07-05
657,2023-11-28,9,46,57,2023-12-05
658,2023-01-08,11,19,155,2023-01-29
659,2023-12-12,7,12,166,2023-12-24
660,2023-11-24,13,28,141,2023-12-16
661,2023-06-17,3,26,181,2023-07-11
662,2023-02-18,6,9,132,2023-03-06
663,2023-06-15,8,1,76,2023-07-04
664,2023-07-16,8,29,78,2023-08-04
665,2023-06-18,10,38,195,2023-07-06
666,2023-10-21,1,17,177,2023-11-15
667,2023-07-04,8,4,180,2023-07-23
668,2023-03-02,15,20,50,2023-03-10
669,2023-07-27,17,46,89,2023-08-06
670,2023-12-20,4,41,85,2024-01-08
671,2023-07-08,20,15,66,2023-07-16
672,2023-03-10,16,10,126,2023-03-16
673,2023-11-07,12,27,189,2023-11-15
674,2023-10-09,16,49,147,2023-10-15
675,2023-12-07,7,49,73,2023-12-19
676,2023-12-15,20,6,144,2023-12-23
677,2023-08-17,17,46,102,2023-08-27
678,2023-02-09,19,8,25,2023-02-23
679,2023-10-08,17,13,156,2023-10-18
680,2023-10-02,5,11,93,2023-10-13
681,2023-09-24,15,8,184,2023-10-02
682,2023-04-16,19,32,33,2023-04-30
683,2023-09-19,15,4,126,2023-09-27
684,2023-03-09,17,27,126,2023-03-19
685,2023-10-16,2,36,128,2023-10-22
686,2023-12-11,10,47,15,2023-12-29
687,2023-07-22,9,1,200,2023-07-29
688,2023-04-22,19,5,21,2023-05-06
689,2023-08-05,12,45,26,2023-08-13
690,2023-10-05,2,5,130,2023-10-11
691,2023-01-17,10,27,56,2023-02-04
692,2023-03-11,14,24,107,2023-03-23
693,2023-08-18,13,25,30,2023-09-09
694,2023-12-16,18,9,177,2024-01-11
695,2023-06-28,4,12,147,2023-07-17
696,2023-07-21,17,9,196,2023-07-31
697,2023-04-25,1,49,15,2023-05-20
698,2023-06-02,15,44,194,2023-06-10
699,2023-10-06,14,35,107,2023-10-18
700,2023-04-28,8,30,98,2023-05-17
701,2023-03-21,9,13,195,2023-03-28
702,2023-02-27,2,43,117,2023-03-05
703,2023-11-11,1,16,62,2023-12-06
704,2023-02-04,4,39,18,2023-02-23
705,2023-08-17,20,44,190,2023-08-25
706,2023-01-25,8,48,21,2023-02-13
707,2023-07-25,15,15,148,2023-08-02
708,2023-04-22,2,9,138,2023-04-28
709,2023-05-29,8,47,157,2023-06-17
710,2023-06-13,19,39,182,2023-06-27
711,2023-06-14,8,20,46,2023-07-03
712,2023-12-05,17,15,115,2023-12-15
713,2023-06-03,9,4,152,2023-06-10
714,2023-10-30,6,41,183,2023-11-15
715,2023-08-07,18,32,22,2023-09-02
716,2023-06-26,13,34,91,2023-07-18
717,2023-12-23,14,27,48,2024-01-04
718,2023-06-03,13,12,147,2023-06-25
719,2023-08-31,8,15,86,2023-09-19
720,2023-12-29,5,30,24,2024-01-09
721,2023-10-15,14,27,152,2023-10-27
722,2023-09-29,5,25,72,2023-10-10
723,2023-05-11,7,22,175,2023-05-23
724,2023-02-10,15,24,33,2023-02-18
725,2023-10-02,7,4,78,2023-10-14
726,2023-07-13,20,39,20,2023-07-21
727,2023-02-07,7,49,160,2023-02-19
728,2023-12-10,18,14,132,2024-01-05
729,2023-04-17,11,20,13,2023-05-08
730,2023-04-19,7,48,40,2023-05-01
731,2023-09-03,8,45,164,2023-09-22
732,2023-12-27,7,26,71,2024-01-08
733,2023-10-10,11,50,82,2023-10-31
734,2023-07-14,15,35,176,2023-07-22
735,2023-07-03,10,17,102,2023-07-21
736,2023-09-20,16,30,35,2023-09-26
737,2023-08-29,11,14,104,2023-09-19
738,2023-06-10,14,3,154,2023-06-22
739,2023-04-24,5,2,76,2023-05-05
740,2023-10-11,19,38,194,2023-10-25
741,2023-08-02,10,10,60,2023-08-20
742,2023-06-18,8,25,155,2023-07-07
743,2023-05-06,16,36,177,2023-05-12
744,2023-12-17,11,17,135,2024-01-07
745,2023-11-25,16,30,53,2023-12-01
746,2023-06-30,6,9,194,2023-07-16
747,2023-10-07,16,12,148,2023-10-13
748,2023-11-25,2,34,18,2023-12-01
749,2023-02-08,2,49,11,2023-02-14
750,2023-07-31,5,41,69,2023-08-11
751,2023-02-04,5,1,65,2023-02-15
752,2023-09-16,15,24,25,2023-09-24
753,2023-11-13,20,31,178,2023-11-21
754,2023-09-07,1,1,146,2023-10-02
755,2023-10-10,14,1,14,2023-10-22
756,2023-09-29,9,35,83,2023-10-06
757,2023-01-09,17,45,182,2023-01-19
758,2023-08-09,6,7,34,2023-08-25
759,2023-09-26,5,16,59,2023-10-07
760,2023-11-14,17,17,100,2023-11-24
761,2023-05-17,13,6,105,2023-06-08
762,2023-07-27,15,37,72,2023-08-04
763,2023-12-23,8,20,185,2024-01-11
764,2023-02-11,2,6,113,2023-02-17
765,2023-07-14,13,36,131,2023-08-05
766,2023-01-29,1,45,53,2023-02-23
767,2023-02-12,16,28,175,2023-02-18
768,2023-06-19,19,7,145,2023-07-03
769,2023-01-22,8,14,187,2023-02-10
770,2023-10-18,16,18,21,2023-10-24
771,2023-02-08,9,35,154,2023-02-15
772,2023-12-03,2,12,90,2023-12-09
773,2023-01-09,7,38,46,2023-01-21
774,2023-12-31,13,5,86,2024-01-22
775,2023-03-25,19,16,155,2023-04-08
776,2023-07-19,18,22,108,2023-08-14
777,2023-03-13,3,33,200,2023-04-06
778,2023-06-27,2,7,121,2023-07-03
779,2023-04-29,3,22,164,2023-05-23
780,2023-11-11,20,26,93,2023-11-19
781,2023-01-16,9,29,135,2023-01-23
782,2023-04-27,12,36,106,2023-05-05
783,2023-08-10,6,44,159,2023-08-26
784,2023-12-05,13,6,168,2023-12-27
785,2023-06-01,8,46,28,2023-06-20
786,2023-02-12,9,10,107,2023-02-19
787,2023-12-31,5,48,109,2024-01-11
788,2023-06-12,12,7,33,2023-06-20
789,2023-01-03,10,29,102,2023-01-21
790,2023-05-19,4,9,32,2023-06-07
791,2023-04-06,14,29,152,2023-04-18
792,2023-10-12,17,27,36,2023-10-22
793,2023-01-14,3,23,151,2023-02-07
794,2023-02-17,20,39,93,2023-02-25
795,2023-07-17,1,19,115,2023-08-11
796,2023-07-18,3,47,153,2023-08-11
797,2023-05-05,19,34,53,2023-05-19
798,2023-12-17,13,11,45,2024-01-08
799,2023-05-18,10,18,136,2023-06-05
800,2023-03-16,3,11,121,2023-04-09
801,2023-05-22,14,20,133,2023-06-03
802,2023-02-09,12,17,73,2023-02-17
803,2023-11-17,16,39,167,2023-11-23
804,2023-04-11,15,7,44,2023-04-19
805,2023-06-05,1,26,95,2023-06-30
806,2023-11-14,13,22,122,2023-12-06
807,2023-06-21,14,42,162,2023-07-03
808,2023-03-11,10,21,164,2023-03-29
809,2023-12-22,7,31,90,2024-01-03
810,2023-04-01,13,21,84,2023-04-23
811,2023-12-22,16,37,72,2023-12-28
812,2023-06-16,13,18,110,2023-07-08
813,2023-07-06,4,37,61,2023-07-25
814,2023-10-31,18,12,184,2023-11-26
815,2023-10-09,1,47,128,2023-11-03
816,2023-12-29,7,29,84,2024-01-10
817,2023-12-21,3,27,182,2024-01-14
818,2023-09-13,5,41,87,2023-09-24
819,2023-05-04,9,43,49,2023-05-11
820,2023-08-05,13,5,124,2023-08-27
821,2023-11-03,16,38,112,2023-11-09
822,2023-10-01,17,45,117,2023-10-11
823,2023-10-06,2,24,189,2023-10-12
824,2023-10-02,20,41,31,2023-10-10
825,2023-02-25,8,43,180,2023-03-16
826,2023-07-01,6,42,166,2023-07-17
827,2023-01-23,19,42,183,2023-02-06
828,2023-11-28,13,49,94,2023-12-20
829,2023-08-09,4,1,35,2023-08-28
830,2023-05-13,8,33,142,2023-06-01
831,2023-10-13,19,45,157,2023-10-27
832,2023-04-24,15,24,110,2023-05-02
833,2023-08-26,19,45,138,2023-09-09
834,2023-03-19,12,2,133,2023-03-27
835,2023-02-23,10,27,31,2023-03-13
836,2023-03-01,5,23,89,2023-03-12
837,2023-06-25,15,14,143,2023-07-03
838,2023-09-05,12,31,34,2023-09-13
839,2023-08-13,15,21,27,2023-08-21
840,2023-06-03,2,46,39,2023-06-09
841,2023-01-12,11,42,37,2023-02-02
842,2023-12-13,6,48,72,2023-12-29
843,2023-09-22,6,36,50,2023-10-08
844,2023-06-19,18,28,128,2023-07-15
845,2023-04-29,13,41,57,2023-05-21
846,2023-04-06,14,26,17,2023-04-18
847,2023-11-11,7,29,161,2023-11-23
848,2023-08-08,13,1,190,2023-08-30
849,2023-04-20,7,18,190,2023-05-02
850,2023-02-02,19,7,147,2023-02-16
851,2023-04-06,12,21,60,2023-04-14
852,2023-08-23,4,17,181,2023-09-11
853,2023-09-08,17,41,90,2023-09-18
854,2023-11-02,13,40,110,2023-11-24
855,2023-10-28,4,23,100,2023-11-16
856,2023-08-23,20,12,182,2023-08-31
857,2023-12-28,10,40,161,2024-01-15
858,2023-02-13,5,21,40,2023-02-24
859,2023-05-03,10,8,56,2023-05-21
860,2023-07-11,5,33,109,2023-07-22
861,2023-08-03,20,9,157,2023-08-11
862,2023-07-16,14,12,134,2023-07-28
863,2023-11-22,18,45,175,2023-12-18
864,2023-03-30,18,11,135,2023-04-25
865,2023-05-28,5,12,90,2023-06-08
866,2023-08-19,20,4,101,2023-08-27
867,2023-01-05,16,9,59,2023-01-11
868,2023-07-16,18,33,177,2023-08-11
869,2023-09-11,14,44,135,2023-09-23
870,2023-08-01,15,32,52,2023-08-09
871,2023-02-12,19,2,66,2023-02-26
872,2023-05-30,2,18,67,2023-06-05
873,2023-10-03,10,11,127,2023-10-21
874,2023-10-17,16,36,140,2023-10-23
875,2023-02-27,19,8,78,2023-03-13
876,2023-10-06,12,35,20,2023-10-14
877,2023-08-14,18,14,118,2023-09-09
878,2023-02-22,8,20,18,2023-03-13
879,2023-08-19,9,23,32,2023-08-26
880,2023-08-13,4,50,70,2023-09-01
881,2023-04-18,19,45,99,2023-05-02
882,2023-12-30,20,41,119,2024-01-07
883,2023-03-26,20,9,62,2023-04-03
884,2023-04-16,2,37,99,2023-04-22
885,2023-09-30,9,39,147,2023-10-07
886,2023-03-28,11,46,84,2023-04-18
887,2023-05-29,19,18,141,2023-06-12
888,2023-12-14,4,9,115,2024-01-02
889,2023-01-31,9,42,42,2023-02-07
890,2023-12-26,5,16,47,2024-01-06
891,2023-12-31,11,16,183,2024-01-21
892,2023-07-21,16,10,157,2023-07-27
893,2023-11-20,9,41,116,2023-11-27
894,2023-07-12,15,5,172,2023-07-20
895,2023-02-17,13,33,81,2023-03-11
896,2023-12-22,12,30,134,2023-12-30
897,2023-06-17,19,1,197,2023-07-01
898,2023-02-17,15,41,180,2023-02-25
899,2023-12-24,12,5,146,2024-01-01
900,2023-07-23,7,28,64,2023-08-04
901,2023-09-11,9,21,82,2023-09-18
902,2023-06-22,18,37,43,2023-07-18
903,2023-10-17,16,22,184,2023-10-23
904,2023-01-25,2,7,170,2023-01-31
905,2023-08-24,1,8,50,2023-09-18
906,2023-08-14,15,1,119,2023-08-22
907,2023-04-14,5,42,87,2023-04-25
908,2023-03-23,9,6,177,2023-03-30
909,2023-07-04,9,6,105,2023-07-11
910,2023-12-07,6,4,111,2023-12-23
911,2023-11-17,10,47,189,2023-12-05
912,2023-04-30,14,42,33,2023-05-12
913,2023-12-27,4,1,64,2024-01-15
914,2023-09-02,3,9,161,2023-09-26
915,2023-04-26,17,44,123,2023-05-06
916,2023-01-05,1,45,97,2023-01-30
917,2023-03-03,14,45,43,2023-03-15
918,2023-09-02,3,15,108,2023-09-26
919,2023-02-15,4,7,90,2023-03-06
920,2023-07-08,10,9,107,2023-07-26
921,2023-03-10,5,5,145,2023-03-21
922,2023-10-16,1,40,176,2023-11-10
923,2023-03-26,15,23,194,2023-04-03
924,2023-04-20,5,27,167,2023-05-01
925,2023-12-18,15,14,32,2023-12-26
926,2023-02-21,5,49,41,2023-03-04
927,2023-10-29,13,23,119,2023-11-20
928,2023-06-11,5,16,80,2023-06-22
929,2023-11-27,3,16,151,2023-12-21
930,2023-11-04,20,47,165,2023-11-12
931,2023-05-26,1,43,87,2023-06-20
932,2023-04-16,17,39,140,2023-04-26
933,2023-04-07,13,19,175,2023-04-29
934,2023-01-28,8,32,108,2023-02-16
935,2023-02-27,8,32,173,2023-03-18
936,2023-11-01,3,34,13,2023-11-25
937,2023-07-04,11,9,109,2023-07-25
938,2023-10-19,14,24,149,2023-10-31
939,2023-12-16,6,49,130,2024-01-01
940,2023-02-07,1,38,27,2023-03-04
941,2023-01-08,9,14,20,2023-01-15
942,2023-01-31,13,33,83,2023-02-22
943,2023-11-18,17,50,116,2023-11-28
944,2023-08-05,13,6,173,2023-08-27
945,2023-10-02,18,40,49,2023-10-28
946,2023-05-23,3,20,30,2023-06-16
947,2023-09-19,7,10,147,2023-10-01
948,2023-06-17,13,38,172,2023-07-09
949,2023-11-29,3,20,188,2023-12-23
950,2023-08-12,8,4,72,2023-08-31
951,2023-02-14,14,8,126,2023-02-26
952,2023-11-10,20,4,89,2023-11-18
953,2023-12-08,6,8,13,2023-12-24
954,2023-12-29,5,45,12,2024-01-09
955,2023-03-25,16,23,143,2023-03-31
956,2023-09-22,9,11,105,2023-09-29
957,2023-03-06,9,47,40,2023-03-13
958,2023-01-16,11,28,79,2023-02-06
959,2023-09-26,3,17,192,2023-10-20
960,2023-10-23,3,32,126,2023-11-16
961,2023-09-19,12,4,137,2023-09-27
962,2023-10-18,6,24,50,2023-11-03
963,2023-05-11,4,37,182,2023-05-30
964,2023-03-01,8,48,140,2023-03-20
965,2023-01-02,2,1,72,2023-01-08
966,2023-01-24,16,24,108,2023-01-30
967,2023-03-18,6,3,151,2023-04-03
968,2024-01-01,14,15,92,2024-01-13
969,2023-05-08,14,47,91,2023-05-20
970,2023-05-19,3,37,105,2023-06-12
971,2023-03-03,17,44,23,2023-03-13
972,2023-04-02,8,34,21,2023-04-21
973,2023-07-25,3,30,82,2023-08-18
974,2023-06-09,11,6,151,2023-06-30
975,2023-08-22,1,24,61,2023-09-16
976,2023-05-30,19,20,199,2023-06-13
977,2023-11-15,8,30,104,2023-12-04
978,2023-10-30,16,50,60,2023-11-05
979,2023-10-07,8,10,11,2023-10-26
980,2023-07-29,1,15,148,2023-08-23
981,2023-06-27,1,22,10,2023-07-22
982,2023-12-03,13,48,196,2023-12-25
983,2023-06-07,4,14,145,2023-06-26
984,2023-05-02,14,32,25,2023-05-14
985,2023-03-14,9,6,21,2023-03-21
986,2023-04-29,17,27,189,2023-05-09
987,2023-07-10,15,48,31,2023-07-18
988,2023-10-25,4,33,44,2023-11-13
989,2023-11-23,13,5,161,2023-12-15
990,2023-10-18,2,28,179,2023-10-24
991,2023-03-08,8,19,76,2023-03-27
992,2023-06-11,13,45,198,2023-07-03
993,2023-06-17,11,29,79,2023-07-08
994,2023-04-30,3,13,44,2023-05-24
995,2023-10-27,4,10,37,2023-11-15
996,2023-03-26,15,30,90,2023-04-03
997,2023-07-28,4,35,101,2023-08-16
998,2023-04-17,15,20,128,2023-04-25
999,2023-05-16,4,6,50,2023-06-04
1000,2023-12-18,10,46,188,2024-01-05
